author,id,feature,gold,valid,strict_format,format_violation,invalid_reason,error_type,prediction,evidence_json,evidence_empty,evidence_substring,absence_evidence_nonempty,positive_nonabsence_missing,positive_nonabsence_not_substring,normal_nonempty,finish_reason,stop_reason,output_tokens,raw_response
CJH,PPS-DEV-093,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-094,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-095,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,21,"```json
{""v10"": 0, ""e10"": null}
```"
CJH,PPS-DEV-096,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-097,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,116,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""공고의 실제 구매 대상인 '지방정부 슬레이트 해체·철거 공사 지정폐기물 처리 용역'은 제공된 경쟁제품 목록(레미콘, 아스팔트콘크리트, 조경시설물, 측량용역, 공간정보DB구축서비스)에 포함되지 않는 일반 용역입니다.""
  }
}
```"
CJH,PPS-DEV-098,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-099,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-100,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,21,"```json
{""v10"": 0, ""e10"": null}
```"
CJH,PPS-DEV-101,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-102,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,207,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""3. 입찰 참가자격 가. ①~③ 「국가종합전자조달시스템 입찰참가자격등록규정」에 의하여 입찰참가자격등록 마감일시까지 G2B분류번호 10자리 1111169701(잡석)을 제조물품으로 입찰참가 등록한 업체, ③ 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 및 같은 법 시행령 제10조, 동법시행규칙 제5조에 따라 발급된 유효한 직접생산확인증명서[세부품명 : 1111169701(잡석)]를 소지한 업체""
  }
}
```"
CJH,PPS-DEV-103,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-104,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,35,"```json
{
  ""v10"": {
    ""violation"": 0,
    ""reason"": null
  }
}
```"
CJH,PPS-DEV-105,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-106,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,215,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""3. 견적제출 참가자격 - 2) 「국가종합전자조달시스템 입찰참가자격등록규정」에 의하여 반드시 전자입찰서 제출 마감일 전일까지 G2B세부품명번호 10자리 4014210906(폴리에스테르수지콘크리트관)을 제조물품으로 입찰참가 등록한 업체로 [수요기관(기초자치단체)]에서 제시한 규격서 및 시방서에 따라 납품이 가능한 업체 / ※ 직접생산확인증명서는 전자입찰서 제출마감일 전일까지 발급된 것으로 공공구매정보망 (www.smpp.go.kr)에 등록되어 있어야 하고, 유효기간 내에 있어야 합니다.""
  }
}
```"
CJH,PPS-DEV-107,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,173,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""4. 입찰 참가 자격 나. ｢여객자동차운수사업법｣ 제4조에 의한 여객자동차운송사업(구역여객자동차운송사업-전세버스 : G2B코드 5805)을 등록한 업체 이어야 합니다. 다. ｢중소기업제품 구매촉진 및 판로지원에 관한 법률｣ 제9조 및 같은 법 시행령 제10조에 의한 직접생산 확인증명서 ‘기타도로여객운송서비스(7811189904)’를 소지한 업체 이어야 합니다.""
  }
}
```"
CJH,PPS-DEV-108,v10,0,False,False,complete_code_fence,invalid_json:Extra data: line 7 column 1 (char 225),invalid,,null,,,False,False,False,False,stop,106,493,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""공고의 품명인 '자동면역분석기(세부품명번호: 4299100301)'는 경쟁제품 목록에 포함되어 있지 않으나, 입찰추정가격(80,000,000원)이 중소기업자간 경쟁제품의 일반적인 기준인 추정가격 조건에 해당할 수 있는 상황에서, 입찰참가자격(가~라 항목)에 직접생산확인증명서 소지 요건을 명시하지 않았으므로 위반임.""
  }
}
```

*(참고: 제공된 [경쟁제품 목록 발췌] 데이터 내에는 '자동면역분석기' 또는 해당 세부품명번호(4299100301)가 존재하지 않습니다. 따라서 엄밀한 논리상 '경쟁제품이 아닌 경우'에 해당하여 0이 되어야 하나, 판정 로직의 '특이사항/금액 조건' 및 '직접생산 확인' 절차를 검토했을 때, 만약 해당 품목이 경쟁제품군에 속하는 제품임에도 불구하고(일반적인 의료기기 분류상) 직접생산 확인을 요구하지 않았다면 1이 됩니다. 제공된 목록에 없으므로 0이 타당하나, 질문의 의도가 '경쟁제품 목록 대조'를 통한 판정임을 고려하여 작성하였습니다. 만약 목록에 없는 것이 확정적이라면 0입니다.)*

**수정된 최종 판정 (목록에 없으므로 0 기준):**

```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""제공된 경쟁제품 목록(대분류번호 41, 46, 81 등)에 공고의 대상 품목인 '자동면역분석기(세부품명번호 4299100301)'가 포함되어 있지 않으므로, 경쟁제품이 아닌 일반 제품 구매 건임.""
  }
}
```"
CJH,PPS-DEV-109,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-110,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-111,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-112,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,121,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""구매 대상인 '무대조명장치[3911150402]'는 경쟁제품 목록에 포함된 경쟁제품이나, 입찰참가자격(공고문 3조 가~라항 및 제안요청서 1.5절)에서 직접생산확인증명서 소지 요건을 요구하지 않고 있음""
  }
}
```"
CJH,PPS-DEV-113,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,92,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""본 용역은 행정기관 사업장폐기물 위탁처리 용역으로, 제공된 경쟁제품 목록(건자재, 공학연구및기술기반서비스)에 해당 세부품명이 존재하지 않는 일반 용역임.""
  }
}
```"
CJH,PPS-DEV-114,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-115,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-116,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-117,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-118,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-119,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-120,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-121,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-122,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-123,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-124,v10,0,False,True,,invalid_json:Expecting value: line 1 column 1 (char 0),invalid,,null,,,False,False,False,False,stop,106,406,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""구매 대상인 '레일자동살수장치(세부품명번호: 2110180301)'는 경쟁제품 목록에 포함되어 있지 않으나, 공고의 조항호내용에서 '소기업, 소상공인 제한'을 명시하고 있으며, 중소기업제품 구매촉진 및 판로지원에 관한 법률에 따른 경쟁제품 입찰 시 직접생산확인증명서 소지 여부가 확인되어야 함에도 불구하고 입찰참가자격(3. 다 항목)에 직접생산확인증명서 소지 요구가 명시되어 있지 않음.""
  }
}
```

**※ 참고 (판정 논리 보완):**
제공된 [경쟁제품 목록]에는 해당 세부품명(2110180301)이 명시되어 있지 않으나, 판정 로직상 '경쟁제품이 아닌 경우'를 0으로 판정하는 기준에 따라, 만약 해당 품목이 경쟁제품이 아니라면 0이 됩니다. 그러나 통상적인 물품 구매 공고에서 '소기업/소상공인 제한'이 걸려 있는 경우 해당 품목은 중소기업자간 경쟁제품(직접생산 확인 필요)인 경우가 많습니다. 제공된 데이터 내의 '경쟁제품 목록'에 해당 품목이 없으므로 엄밀히는 '경쟁제품이 아닌 경우'에 해당하여 0이 될 수 있으나, 공고의 성격상 직접생산 확인이 필요한 품목으로 분류될 가능성이 높으므로 위와 같이 작성하였습니다. (만약 목록에 없으므로 경쟁제품이 아니라고 판단할 경우 0입니다.)"
CJH,PPS-DEV-125,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-126,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,102,"```json
{
  ""v10"": 1,
  ""e10"": ""3-1-3. 「중소기업제품 구매촉진 및 판로지원에 관한 법률 시행령」 제2조2에 따른 중·소기업 또는 소상공인으로서 「중·소기업 및 확인에 관한 규정」 “중·소기업·소상공인 확인서”를 소지한 업체이어야 합니다.""
}
```"
CJH,PPS-DEV-127,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,125,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""본 용역은 폐콘크리트 2,042톤 운반 및 처리(용역명: 폐콘크리트 운반 및 처리)를 목적으로 하는 일반용역이며, 제공된 경쟁제품 목록(대분류 30, 81, 92 등)에 해당 품목이 존재하지 않으므로 경쟁제품이 아닌 일반용역임.""
  }
}
```"
CJH,PPS-DEV-128,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-129,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-130,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-131,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-132,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-133,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-134,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-135,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,110,"```json
{
  ""violation_status"": 0,
  ""evidence_text"": ""본 용역은 '지방정부 사랑의 그린PC 보급사업 용역'으로, 제공된 경쟁제품 목록(소프트웨어엔지니어링업, 지도작성법, 시설물경비서비스 등)에 해당 품목이 존재하지 않으며, 해당 사업은 중고 PC의 수집, 정비, 보급을 목적으로 하는 일반 용역임.""
}
```"
CJH,PPS-DEV-137,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,35,"```json
{
  ""violation_status"": 0,
  ""evidence_text"": ""경쟁제품이 아닌 경우""
}
```"
CJH,PPS-DEV-138,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-139,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,100,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""입찰참가자격에 '직접생산확인증명서'가 중소기업제품 공공구매종합정보망(http://www.smpp.go.kr)에서 확인되지 않을 경우 입찰 참가자격이 없다고 명시되어 있음""
  }
}
```"
CJH,PPS-DEV-140,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-141,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,40,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": null
  }
}
```"
CJH,PPS-DEV-142,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,61,"```json
{
  ""v10"": {
    ""위반여부"": 1,
    ""근거문구"": ""입찰참가자격에 직접생산확인증명서 소지 요구가 없음""
  }
}
```"
CJH,PPS-DEV-143,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-144,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-145,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,107,"```json
{""violation"": 0, ""reason"": ""입찰참가자격에 직접생산확인증명서 소지 요건이 명시되어 있음 (2. 입찰참가자격 라. 2) 「중소기업제품 구매촉진 및 판로지원에 관한 법률」 제9조 및 같은 법 시행령 제10조의 규정에 의해 아래 세부 품명의 직접생산확인증명서를 소지한 업체)""}
```"
CJH,PPS-DEV-146,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-147,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-148,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,99,"```json
{
  ""v10"": {
    ""위반여부"": 0,
    ""근거문구"": ""3.1.2. 「중소기업제품 구매촉진 및 판로지원에 관한 법률」제9조 및 동법 시행령 제10조에 의거 데스크톱컴퓨터에 대한 직접생산확인증명서를 소지한 업체""
  }
}
```"
CJH,PPS-DEV-149,v10,0,False,False,complete_code_fence,wrong_keys,invalid,,null,,,False,False,False,False,stop,106,27,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```"
CJH,PPS-DEV-150,v10,0,False,True,,invalid_json:Expecting value: line 1 column 1 (char 0),invalid,,null,,,False,False,False,False,stop,106,232,"```json
{
  ""v10"": 0,
  ""e10"": null
}
```

**판정 근거 설명 (참고용):**
1. **실제 구매 대상 식별**: 공고의 품명은 'Endoscope Reprocessor 6SET'이며, 세부품명번호는 '4229490501'로 추정됩니다(공고 정보의 세부품명번호 목록 참조).
2. **경쟁제품 여부 확인**: 제공된 [경쟁제품 목록 발췌] 자료를 확인한 결과, 해당 목록에는 '영상감시장치', '원심농축기', '조경시설물' 등은 있으나, 'Endoscope Reprocessor' 또는 해당 세부품명번호(4229490501)에 대한 정보는 포함되어 있지 않습니다.
3. **결론**: 구매 대상이 경쟁제품 목록에 존재하지 않는 제품이므로, '경쟁제품이 아닌 경우'에 해당하여 정상(0)으로 판정합니다."
